material_id,elasticity.K_VRH,elasticity.G_VRH,composition
mp-1008826,390.0,76.0,Os1 N2
mp-1009078,305.0,58.0,Co1 N1
mp-1009538,178.0,19.0,Pd1 C1
mp-1009695,121.0,106.0,Ca1 B2
mp-10118,234.0,167.0,Mn3 B4
mp-1013582,20.0,11.0,Ba3 Sb2
mp-1013714,19.0,10.0,Ba3 Sb1 As1
mp-1013733,26.0,16.0,Ca3 Bi1 Sb1
mp-10149,50.0,13.0,In1 Sb1
mp-1016850,131.0,54.0,Ba1 Rh1 O3
mp-1016877,182.0,43.0,Hg1 Rh1 O3
mp-1016880,158.0,33.0,Zn1 Rh1 O3
mp-1017446,126.0,62.0,Hf1 Cd1 O3
mp-1017467,47.0,97.0,Ca1 Mn1 O3
mp-1017534,51.0,19.0,Zn1 Cd1 Se2
mp-1018013,159.0,23.0,Ti2 In1 Ni1
mp-1018072,62.0,35.0,K1 Ti1 S2
mp-1018089,32.0,12.0,Ca1 Zn1 Se2
mp-1018100,49.0,28.0,Al1 Sb1
mp-1018132,37.0,22.0,Al1 Bi1
mp-1018154,99.0,49.0,Hf2 Hg1
mp-10183,81.0,29.0,Mg1 Sb1 Pd1
mp-1018709,88.0,64.0,Hf2 Ga1 Sb3
mp-1018717,92.0,37.0,Hf1 Sb2
mp-10204,58.0,26.0,Mn1 Se1
mp-1021672,75.0,20.0,Sr2 Cu1 C1 N2 O2
mp-1023127,93.0,44.0,Ba4 Cu3 Pb1 O9
mp-10240,152.0,92.0,Sc1 Ni1 P1
mp-1025185,12.0,9.0,Cs2 Ca1 Cl4
mp-1025193,87.0,47.0,Hf1 Ga5 Co1
mp-1025248,119.0,34.0,Tl1 Pd5 Se1
mp-1025441,194.0,122.0,Ta2 Al1 C1
mp-10281,69.0,33.0,Zn1 S1
mp-1029312,55.0,36.0,Rb1 V1 N2
mp-1029368,128.0,54.0,Mg2 V1 N3
mp-1029595,41.0,21.0,Na3 Os1 N2
mp-1029699,18.0,4.0,Cs2 C1 N2
mp-1029719,56.0,23.0,Ca3 Mo1 N3
mp-10366,228.0,113.0,Nb2 Co3 Si1
mp-10373,225.0,135.0,Cr3 Pd1 N1
mp-1039055,40.0,15.0,Mg3 Cd1
mp-10469,215.0,81.0,Nb1 Si1 Pt1
mp-10687,37.0,18.0,Li1 Cd1 P1
mp-10755,114.0,53.0,Ti1 Fe1 Sb1
mp-10850,81.0,31.0,Sb1 Te1 Pd1
mp-10873,114.0,23.0,Sc1 Al1 Au2
mp-10876,65.0,46.0,Ca3 Al7 Cu2
mp-10924,203.0,99.0,Mg1 Co6 P4
mp-1097,266.0,213.0,Ta1 B1
mp-10985,43.0,20.0,Rb1 Cu3 S2
mp-11023,134.0,43.0,Sc1 Au1 O2
mp-11236,76.0,19.0,Mg1 Zn1 Ag2
mp-11329,189.0,113.0,P2 W1
mp-1138,70.0,51.0,Li1 F1
mp-11411,76.0,42.0,Sc1 Ga1
mp-11457,179.0,26.0,Hf1 Rh1
mp-11520,94.0,55.0,Y1 Ni1 Sb1
mp-11583,159.0,68.0,Zr2 S1 N2
mp-11621,102.0,35.0,Zn1 Ni1 Sb1
mp-1169,81.0,43.0,Sc1 Cu1
mp-11771,65.0,26.0,Co1 Cu2 Sn1 Se4
mp-11808,152.0,55.0,Sc1 Ni4 Sn1
mp-11869,122.0,58.0,Hf1 Sn1 Pd1
mp-11919,83.0,67.0,Sr1 Be2 N2
mp-11957,77.0,38.0,Ca1 Sn2 Ir1
mp-12087,97.0,22.0,Cu2 S1
mp-1235,228.0,81.0,Ti1 Ir1
mp-12359,52.0,19.0,Ag1 Sb1 Te2
mp-124,88.0,23.0,Ag1
mp-12480,149.0,68.0,Sc1 P1 Pt1
mp-12571,148.0,118.0,Hf1 Be1 Si1
mp-12605,233.0,121.0,Re1 Si2
mp-12752,108.0,77.0,Zr4 Al3
mp-12761,137.0,30.0,Be1 Au2
mp-12778,284.0,115.0,V1 Os1
mp-1299,203.0,67.0,Si1 Pt2
mp-13079,158.0,103.0,Mn2 Al1 Co1
mp-13117,206.0,28.0,Cu1 N1
mp-133,56.0,25.0,Sb1
mp-1330,255.0,217.0,Al1 N1
mp-1345,49.0,33.0,Ca1 P1
mp-13456,70.0,33.0,Zn1 S1
mp-13503,81.0,48.0,Sc1 Zn2
mp-136,294.0,185.0,Fe1
mp-13682,22.0,17.0,Pd1 S2
mp-1378,42.0,29.0,Li1 C1
mp-13801,168.0,83.0,Tl2 Pt2 O7
mp-1431,210.0,141.0,Mn1 Si1
mp-1462,58.0,18.0,Sn2 Au1
mp-1479,161.0,162.0,B1 P1
mp-14793,99.0,60.0,Mg2 Si1 Pt1
mp-14797,25.0,12.0,Rb1 Pt2 Se3
mp-15226,262.0,142.0,Cr1 W1 N2
mp-1557,57.0,30.0,Mg3 Au1
mp-15607,125.0,82.0,Ca1 B2 C2
mp-15649,152.0,96.0,As2 Ir1
mp-15896,63.0,28.0,Cu2 Si1 Se3
mp-15951,20.0,25.0,Be1 F2
mp-1598,26.0,14.0,Na3 P1
mp-16220,62.0,37.0,Si1
mp-1630,104.0,58.0,Zr3 Hg1
mp-1648,96.0,79.0,Al12 Re1
mp-165,89.0,62.0,Si1
mp-16524,131.0,41.0,Sc1 Al1 Pd2
mp-169,117.0,92.0,C1
mp-1777,28.0,19.0,Li15 Ge4
mp-1778,139.0,130.0,Be1 O1
mp-1783,56.0,15.0,Mn1 S1
mp-1791,131.0,77.0,Al5 Rh2
mp-1808,141.0,36.0,Ti2 Ni1
mp-1814,50.0,13.0,Ba1 Ag5
mp-18778,92.0,29.0,Zr1 W2 O8
mp-18816,181.0,72.0,Fe2 Si1 O4
mp-18875,136.0,70.0,Mg1 W1 O4
mp-189,204.0,99.0,Si1 Ru1
mp-190,243.0,126.0,Re1 O3
mp-19017,91.0,48.0,Li1 Fe1 P1 O4
mp-1903,51.0,35.0,Ba1 Al4
mp-1907,18.0,12.0,Ti1 Te2
mp-19086,79.0,31.0,Ba1 Co1 O2
mp-19138,85.0,24.0,Ba1 Ni1 O3
mp-1914,73.0,55.0,Y1 Ga2
mp-1915,227.0,145.0,Fe2 B1
mp-19292,143.0,73.0,Co1 As2 O6
mp-19330,75.0,33.0,Ca1 Mo1 O4
mp-19331,175.0,89.0,Mn1 Ni1 O3
mp-1944,149.0,115.0,Co1 P3
mp-19734,20.0,23.0,Mg1 Pb1 F6
mp-19904,137.0,37.0,Zr1 Ni2 Sb1
mp-20066,5.0,3.0,C1 O2
mp-20097,111.0,17.0,Pt3 Pb1 C1
mp-20202,74.0,49.0,Mg1 Sn4 Ru1
mp-20211,204.0,99.0,Mn3 Si1
mp-20249,199.0,107.0,Mn1 Co1 P1
mp-20310,30.0,14.0,Li1 In1 Se2
mp-20315,127.0,96.0,Ti2 In1 C1
mp-20335,228.0,100.0,Mn1 Nb1 P1
mp-20337,119.0,46.0,Zr1 Pb1 O3
mp-20351,59.0,31.0,In1 P1
mp-20563,69.0,36.0,Ba1 Co2 As2
mp-2058,225.0,82.0,Ni3 B1
mp-20581,25.0,13.0,Ca3 In1
mp-20586,213.0,75.0,V1 Co2 Si1
mp-20648,244.0,117.0,V2 C1
mp-20862,106.0,55.0,Co1 Se2
mp-20928,116.0,77.0,Sb2 Ru1
mp-20935,160.0,65.0,Zr1 Sn1 Ir1
mp-2108,139.0,94.0,Ti5 Si3
mp-21211,232.0,45.0,In1 Fe1 Co2
mp-21215,111.0,28.0,In1 Pd1
mp-21316,259.0,125.0,Ta1 Si1 Ir1
mp-214,183.0,81.0,Zr1 Ru1
mp-21418,108.0,26.0,Mn1 Sn1 Pt1
mp-21467,168.0,74.0,Ti1 Co2 Sn1
mp-21521,35.0,12.0,Cs2 Pb1 O3
mp-22033,111.0,46.0,Ti5 Sb3
mp-2211,218.0,94.0,V3 Pt1
mp-22191,197.0,91.0,Hf1 Fe1 Ge1
mp-22309,99.0,66.0,Co1 Se2
mp-22493,89.0,22.0,Y1 In1 Au2
mp-22580,152.0,31.0,Zr1 Ga1 Ni2
mp-22617,91.0,42.0,Y1 Ni1 Sn1
mp-22619,145.0,98.0,Ni1 P2
mp-22725,120.0,46.0,Ti1 In1 Cu2
mp-22862,23.0,14.0,Na1 Cl1
mp-2291,150.0,32.0,Si2 Ni1
mp-22934,12.0,7.0,K2 Pt1 Cl4
mp-23163,27.0,8.0,Cs1 Bi2
mp-2318,219.0,87.0,Nb2 C1
mp-23222,28.0,21.0,Li3 Bi1
mp-2323,142.0,70.0,Be1 Cu1
mp-23752,13.0,11.0,Cs2 Mg1 H4
mp-2379,177.0,64.0,Co1 Si2
mp-23803,174.0,91.0,Ga1 H1 O2
mp-23807,155.0,133.0,Al1 H1 O2
mp-2385,242.0,83.0,Ta1 Cr2
mp-2398,64.0,34.0,Sc1 Sn2
mp-2469,53.0,17.0,Cd1 S1
mp-2472,87.0,56.0,Sr1 O1
mp-25317,70.0,33.0,Li3 Cu2 O4
mp-25542,101.0,40.0,Li1 Mn1 O2
mp-2557,103.0,53.0,Zr2 Al1
mp-25886,60.0,41.0,Cu1 P1 O4
mp-259,225.0,121.0,Al1 Mo3
mp-260,266.0,223.0,Cr1 B1
mp-2600,33.0,14.0,Ba1 Te1
mp-2633,236.0,149.0,Ge1 O2
mp-2685,115.0,35.0,Hg1 Pd1
mp-27148,89.0,73.0,Be1 P2
mp-27381,10.0,5.0,Cs1 Sn1 I3
mp-2741,77.0,38.0,Ca1 F2
mp-2750,41.0,26.0,Cr2 Te3
mp-27678,16.0,12.0,Y2 Cl3
mp-27793,122.0,57.0,Nb2 Se1
mp-27837,41.0,16.0,Na1 H1 F2
mp-27863,29.0,21.0,Al1 Cl1 O1
mp-28056,211.0,60.0,P2 Rh3
mp-2809,16.0,9.0,Sb2 S3
mp-28323,45.0,12.0,Pd2 Cl2 O1
mp-291,248.0,134.0,Ti1 Os1
mp-29208,35.0,22.0,Ca1 Mg2 Bi2
mp-29374,21.0,14.0,K1 Ga1 Sb4
mp-29638,86.0,32.0,Bi1 Te1 Pt1
mp-29666,14.0,10.0,Bi2 Te2 Se1
mp-29750,11.0,4.0,Cs1 Mg1 Br3
mp-29752,196.0,59.0,Ni1 Ge1 Pt2
mp-29973,39.0,26.0,Sr1 N1
mp-30019,39.0,21.0,Zr1 Cu2 Te3
mp-30028,174.0,99.0,Y1 Si2 Rh3
mp-30251,124.0,28.0,Y1 Au1 O2
mp-303,48.0,27.0,Ba1 Zn5
mp-30352,67.0,21.0,Na1 Ag2
mp-30437,67.0,25.0,Ca1 Sn1 Pd1
mp-30472,50.0,24.0,Ca2 Ga1 Cu2
mp-30481,166.0,71.0,Ca1 Pt5
mp-30533,32.0,15.0,K1 Pt2 S3
mp-30555,202.0,86.0,Ta1 Ga1 Co2
mp-30563,138.0,66.0,Zr1 Co1 Sn1
mp-30599,132.0,48.0,Ti2 Cu3
mp-30657,166.0,40.0,Ti1 Ga1 Ni2
mp-30788,217.0,101.0,Sn1 Mo3
mp-30867,144.0,52.0,Sc1 Ru1
mp-31160,46.0,36.0,Ca1 Zn1 Sn1
mp-31169,97.0,25.0,Sc1 Al1 Ag2
mp-31205,104.0,36.0,Zr3 Fe1
mp-31297,109.0,37.0,Sc1 In1 Pt1
mp-31502,53.0,20.0,Sc1 Cd7
mp-3241,71.0,41.0,Sr1 Cu2 Ge2
mp-3472,40.0,18.0,Pb1 S1 O4
mp-36,51.0,22.0,Sc1
mp-3657,201.0,86.0,Ti1 Co2 Si1
mp-3677,173.0,104.0,Mg1 Si1 N2
mp-372,241.0,110.0,V1 Pt3
mp-38280,171.0,123.0,Li1 Ti1 O2
mp-4056,144.0,82.0,Ca1 Sc2 O4
mp-4112,24.0,8.0,Tl2 S1 O4
mp-4368,84.0,31.0,Sb1 Pd1 Se1
mp-441,30.0,11.0,Rb2 Te1
mp-4438,143.0,77.0,Ca1 Sn1 O3
mp-4549,96.0,32.0,Sr1 Si1 N2
mp-4556,42.0,19.0,Li2 S1 O4
mp-4586,26.0,13.0,Li1 Al1 Te2
mp-4608,18.0,7.0,K1 P1 F6
mp-4824,44.0,26.0,Na1 Zn1 P1
mp-4867,114.0,46.0,Ca1 Al4 O7
mp-4899,41.0,17.0,Ga1 Ag1 Te2
mp-5000,35.0,15.0,Tl1 Cu2 Se2
mp-501,23.0,16.0,Ta1 Se2
mp-5025,165.0,112.0,Zr2 C1 S1
mp-504659,149.0,76.0,Hf2 P1
mp-504908,142.0,60.0,In2 Te1 O6
mp-505198,42.0,17.0,Cs1 Cu4 Se3
mp-5129,145.0,93.0,Y1 Co2 Si2
mp-5175,90.0,57.0,Na1 In1 O2
mp-522,135.0,28.0,Cu1 Au1
mp-5221,172.0,89.0,Hf1 Al1 Co2
mp-540584,54.0,18.0,K2 Pd1 O2
mp-5407,178.0,90.0,Ti1 Al1 Co2
mp-540783,4.0,3.0,Os1 O4
mp-541014,8.0,4.0,Cs3 Sb2 I9
mp-541431,71.0,36.0,Ca2 Si1 H2 O5
mp-541487,24.0,14.0,Tl1 Pt2 Se3
mp-541989,41.0,18.0,Na2 C1 N2
mp-542112,209.0,62.0,Ca1 Zr1 O3
mp-542429,66.0,27.0,Mg3 Rh1
mp-542496,64.0,23.0,Ca6 Ag16 N1
mp-542595,172.0,137.0,Ge2 W1
mp-542812,10.0,7.0,Ga1 Te1
mp-5456,98.0,54.0,Sr2 Cu1 O3
mp-545756,72.0,8.0,Zn1 S1 O4
mp-5492,79.0,42.0,Sr1 Al2 O4
mp-550306,61.0,33.0,Y1 Cu2 Bi2 Se2 O4
mp-550908,156.0,98.0,Sr1 Hf1 O3
mp-551873,43.0,29.0,Ca4 Bi2 O1
mp-553961,167.0,61.0,Sc1 Nb1 O4
mp-554355,40.0,29.0,Ca1 F2
mp-555599,74.0,24.0,Cu1 S1
mp-556417,14.0,9.0,Rb2 Ni1 F6
mp-556777,76.0,41.0,Li2 C1 O3
mp-557533,79.0,14.0,Cs2 Tl1 V1 F6
mp-557862,46.0,17.0,Ba1 Ag2 Hg2 O4
mp-558050,17.0,21.0,Rb2 Na1 Mn1 F6
mp-558781,177.0,72.0,Sc1 Ta1 O4
mp-5597,89.0,79.0,Ca1 Fe2 P2
mp-559976,39.0,27.0,Ta2 C1 S2
mp-560037,33.0,16.0,Rb2 Na1 Bi1 F6
mp-560399,70.0,43.0,Na1 Mg1 F3
mp-560936,36.0,27.0,Rb2 Na1 Cr1 F6
mp-561419,90.0,72.0,V2 Fe1 S4
mp-561536,104.0,36.0,Na1 Mg1 B1 O3
mp-561598,63.0,18.0,Ba1 Pb1 O3
mp-566131,33.0,28.0,K1 Cr1 F3
mp-5676,110.0,29.0,Mn1 Sb1 Pt1
mp-567617,213.0,121.0,Rh1 N2
mp-567832,87.0,53.0,Ti1 Te1
mp-567981,198.0,79.0,Cr1 Ga1 Co2
mp-568404,31.0,26.0,Li9 Al4
mp-568671,194.0,120.0,V5 Si3
mp-568908,112.0,29.0,Ti1 As1
mp-569114,29.0,12.0,Ba1 Ag2 Sn1 Se4
mp-569250,273.0,116.0,V1 Ir1
mp-570002,311.0,220.0,C1
mp-570008,43.0,36.0,Sr3 Bi1 N1
mp-570293,165.0,77.0,Nb5 Ga3
mp-570428,62.0,38.0,Sc3 In1
mp-570578,72.0,48.0,Zr1 In3
mp-570923,203.0,57.0,Y1 Re2
mp-571264,42.0,16.0,Ca5 Au4
mp-571420,100.0,40.0,Ba1 Ni2 P4
mp-571499,274.0,96.0,Ta1 Ir1
mp-571622,133.0,76.0,Be12 Pt1
mp-573316,23.0,12.0,Cs1 Pt2 Se3
mp-576,222.0,159.0,B13 C2
mp-5853,159.0,121.0,Li1 Si2 N3
mp-604884,102.0,75.0,B1 N1
mp-620290,81.0,54.0,Sr2 Tl1 Cu1 O5
mp-622497,185.0,85.0,V3 O5
mp-627439,230.0,129.0,Mn3 Ga1 N1
mp-629015,101.0,73.0,B1 N1
mp-631425,162.0,83.0,Fe1 Tc2 Cl1
mp-631479,61.0,22.0,Ca1 Hf1 Be1
mp-631527,190.0,13.0,In2 Ge1 B1
mp-632311,202.0,64.0,Ta2 H1
mp-634431,24.0,10.0,K1 H1 C1 O3
mp-634859,61.0,30.0,Ca1 O2
mp-639659,172.0,61.0,In1 Cu1 Pt2
mp-639910,120.0,56.0,Y1 Sn6 Ru4
mp-643273,108.0,35.0,Na1 H2 Pd3
mp-643279,16.0,9.0,K2 H6 Pt1
mp-656887,146.0,78.0,Ni3 O4
mp-669917,156.0,48.0,Zr1 Rh1
mp-672299,86.0,34.0,Y1 In1 Ni1
mp-674478,53.0,14.0,Ba1 C1 O3
mp-675477,31.0,18.0,Sn4 Bi2 Se7
mp-685055,30.0,14.0,Cr1 Te2
mp-6997,32.0,21.0,Sb2 Te1
mp-7090,27.0,15.0,Na1 Mg1 Sb1
mp-715262,120.0,42.0,Fe1 O1
mp-7191,61.0,38.0,Sr3 Ga1 N3
mp-722913,134.0,83.0,Hf3 Zn3 N1
mp-725,234.0,94.0,Rh1 O2
mp-7263,58.0,56.0,Ca1 Ga1 N1
mp-743,17.0,9.0,Rb1 N3
mp-7469,46.0,22.0,Na1 Cu1 O1
mp-752826,166.0,74.0,Al2 O3
mp-752947,54.0,36.0,Na1 Ti1 S2
mp-753,48.0,28.0,Zn1 Sb1
mp-753081,60.0,22.0,Li3 Cu4 O4
mp-753257,28.0,19.0,Li1 Cu1 F4
mp-753360,47.0,27.0,Bi1 O1 F1
mp-753712,45.0,25.0,Y1 I1 O1
mp-754,97.0,48.0,Te2 Rh1
mp-754213,111.0,64.0,Li2 Zr1 Cu1 O4
mp-754326,56.0,26.0,Na1 Ag1 O2
mp-754352,50.0,27.0,Na3 Cu1 O2
mp-754375,142.0,76.0,Na1 Ti2 O3
mp-754624,190.0,126.0,Al2 O3
mp-754711,145.0,77.0,Nb2 Pb2 O7
mp-754752,184.0,61.0,Nb1 N1 O1
mp-754839,118.0,32.0,Sn1 Bi1 O4
mp-755313,174.0,81.0,Sc2 O3
mp-756063,64.0,19.0,Rb1 Nb1 O3
mp-756134,143.0,75.0,Zr1 Se1 O1
mp-756187,28.0,15.0,Li2 Fe1 S2
mp-756235,19.0,6.0,Ba3 Sr1 I8
mp-7599,171.0,139.0,Be1 O1
mp-759943,197.0,111.0,Al2 O3
mp-7603,49.0,30.0,Li2 Ti1 F6
mp-760415,25.0,13.0,Li3 Sb1 S4
mp-761315,152.0,57.0,Mn1 Fe1 O4
mp-761341,223.0,109.0,Ti1 V1 O4
mp-765499,54.0,33.0,Li3 V1 F6
mp-768240,79.0,32.0,Ba1 Y2 F8
mp-775909,194.0,91.0,Zr1 O2
mp-778,216.0,89.0,Fe2 P1
mp-779545,43.0,17.0,Na3 Cu1 O2
mp-7921,32.0,27.0,Mg1 Pd1 F6
mp-7936,83.0,57.0,Li1 Nb1 S2
mp-796,162.0,18.0,Nb3 Al1
mp-7986,94.0,86.0,Ca1 Sn1 O3
mp-8046,292.0,172.0,Ta4 N5
mp-8074,225.0,36.0,Ta1 Sn1 O3
mp-8211,14.0,11.0,Ga1 Ge1 Te1
mp-8224,7.0,26.0,Ca1 Sn1 F6
mp-8389,32.0,15.0,Na6 Zn1 S4
mp-846,114.0,67.0,Hf2 Al3
mp-8608,52.0,19.0,K1 Cu4 As2
mp-8612,15.0,10.0,Sb2 Te1 Se2
mp-862339,80.0,38.0,Sc2 Ga1 Ag1
mp-862360,147.0,48.0,Sc2 Ni1 Ir1
mp-862363,126.0,41.0,Sc2 Pd1 Pt1
mp-862364,155.0,70.0,Sc2 Os1 Pt1
mp-862366,72.0,31.0,Sc2 Tl1 Ag1
mp-862367,124.0,57.0,Sc2 Ni1 Ru1
mp-862446,239.0,131.0,Ta1 Al1 Ru2
mp-862713,255.0,93.0,Be1 Ge1 Ru2
mp-862745,13.0,12.0,Sr2 Li1 Pt1
mp-8643,408.0,231.0,Os1
mp-864794,90.0,20.0,Zn1 Ag3
mp-864889,100.0,39.0,Zr1 Zn3
mp-864909,195.0,80.0,Hf1 Al1 Ru2
mp-864941,49.0,23.0,Mg1 Sc2
mp-864971,265.0,113.0,Mn1 Sn1 Ru2
mp-864976,100.0,29.0,Mg2 Ag1 Ir1
mp-864990,236.0,127.0,Mn2 Al1 W1
mp-865130,174.0,78.0,Hf2 Mo1 Rh1
mp-865150,87.0,23.0,Mg1 Cd1 Au2
mp-865385,236.0,70.0,V3 Re1
mp-865525,61.0,19.0,Y1 Cd1 Hg2
mp-865603,119.0,47.0,Y2 Ir1 Rh1
mp-865649,204.0,94.0,Ti2 Tc1 Rh1
mp-865747,72.0,55.0,Y2 Mg1 Ge2
mp-865786,155.0,65.0,Cr1 Pd3
mp-866033,185.0,90.0,Al1 Zn1 Rh2
mp-866062,224.0,106.0,Hf1 Si1 Ru2
mp-866143,204.0,94.0,Ti1 Be1 Rh2
mp-866376,195.0,88.0,Ti1 Mn2 Ge1
mp-866522,48.0,23.0,Ca2 Sn1 S4
mp-8666,22.0,8.0,Cs1 Ag1 O1
mp-867121,72.0,30.0,Li1 Y2 Pt1
mp-867226,25.0,12.0,Li3 In1
mp-867252,86.0,35.0,Li1 Zn2 Ni1
mp-867270,207.0,111.0,Be2 Co1 Pt1
mp-867351,302.0,141.0,Tc1
mp-867794,125.0,43.0,Sc2 Cu1 Ir1
mp-867834,143.0,18.0,Li1 Hf1 Pt2
mp-867927,223.0,110.0,Li1 V1 Ir2
mp-8752,16.0,13.0,Na4 Cd1 P2
mp-8939,221.0,147.0,Si2 W1
mp-900,136.0,29.0,Rh1 Se1
mp-9060,70.0,24.0,Rb1 Pd1 F3
mp-910,300.0,197.0,Nb1 C1
mp-924128,105.0,80.0,Hf1 Ni1 Sn1
mp-947,64.0,12.0,Au2 S1
mp-9472,65.0,20.0,Li1 Ag2 Ge1
mp-9486,26.0,14.0,K2 Al1 F5
mp-9587,290.0,163.0,Ta1 Mo1 N1
mp-960,299.0,153.0,B2 Mo1
mp-961697,121.0,35.0,Sc1 Ge1 Au1
mp-9672,21.0,14.0,K2 Ni1 P2
mp-971948,116.0,38.0,Zn3 Co1
mp-9721,47.0,46.0,Ca3 Ge1 O1
mp-972845,199.0,103.0,Si1 Mo1
mp-972869,101.0,42.0,Sc2 Ga1 Pt1
mp-972961,100.0,37.0,Sc2 Ni1 Rh1
mp-973896,125.0,32.0,Ni3 I1
mp-974395,211.0,76.0,Pt3 Rh1
mp-974565,204.0,55.0,Re1 P3
mp-975882,11.0,9.0,Li3 Cu1
mp-975905,168.0,28.0,Mo3 I1
mp-976139,19.0,8.0,Li3 Mg1
mp-976256,20.0,8.0,Li3 Mg1
mp-976271,77.0,38.0,K1 Ti2 F7
mp-976280,18.0,8.0,Li1 Br1
mp-977310,145.0,21.0,Os1 Au3
mp-977382,232.0,84.0,Ta2 V1 Ru1
mp-9778,23.0,11.0,K2 Ag1 P1
mp-978490,221.0,74.0,Si1 Pd1 O3
mp-978534,74.0,56.0,Si1 Ge1
mp-979294,112.0,47.0,Sr1 Ag1 O3
mp-981367,247.0,56.0,Sr1 Tl1 O3
mp-982070,262.0,137.0,V1 Ir1
mp-983123,110.0,33.0,Hf1 Mg1 Au2
mp-984351,91.0,15.0,Cu1 Ag3
mp-984718,131.0,126.0,B1 As1
mp-985281,35.0,14.0,Cs1 Ir1
mp-985825,93.0,49.0,Al3 Cu1
mp-989512,22.0,11.0,Li1 Tl2 In1 Cl6
mp-989586,123.0,30.0,Sr1 Tc1 N3
mp-9907,33.0,22.0,Sr1 As3
mp-9927,27.0,27.0,Mg1 Rh1 F6
mp-9934,35.0,24.0,Ba1 Mg1 Si1
mp-9946,70.0,33.0,Zn1 S1
mp-997012,156.0,28.0,Cu1 Pd1 O2
mp-997616,38.0,12.0,Ba1 C1
mp-998323,21.0,8.0,Cs1 In1 Br3
mp-999118,269.0,44.0,Tc1 B1
mp-999259,256.0,168.0,Ru1 C1
mp-999496,20.0,13.0,Na3 N1
mp-999539,87.0,30.0,Mn1 O1
mvc-11697,149.0,65.0,Y1 Cu1 O3
mvc-13598,111.0,20.0,Y1 Bi1 O3
mvc-15387,328.0,147.0,W1 N1
mvc-15474,197.0,46.0,Y1 Sn1 O3
mvc-3525,49.0,24.0,V1 Zn1 F4
mp-1001019,57.0,20.0,Mg1 Sc2 Se4
mp-1001783,42.0,26.0,Li1 Sn1 S2
mp-1001834,172.0,77.0,Hf1 N1
mp-10021,49.0,15.0,Ga1
mp-1002117,372.0,66.0,Tc1 N1
mp-1003317,132.0,65.0,Mn3 H1 O6
mp-10051,71.0,14.0,Te1 As1
mp-10055,303.0,179.0,Co2 B4 Mo1
mp-1008625,303.0,160.0,W2 C1
mp-1008653,107.0,11.0,Ag1 C1
mp-1009083,57.0,27.0,Mg1 Sn1 P2
mp-1009223,43.0,25.0,Na1 As1
mp-1009750,141.0,45.0,Sc1 N1
mp-1009822,89.0,61.0,Sn1 C1
mp-101,346.0,217.0,Ir1
mp-1011695,12.0,5.0,Cs2 Se1
mp-1013544,32.0,25.0,Ca3 Sb1 As1
mp-1013713,17.0,9.0,Ba3 Bi1 P1
mp-1013734,40.0,27.0,Ba3 As1 N1
mp-1016842,144.0,28.0,Ti1 Hg1 O3
mp-1016874,219.0,68.0,Si1 Hg1 O3
mp-1016928,209.0,150.0,Mg1 Si1 O3
mp-1016999,226.0,125.0,Sr1 Ge1 O3
mp-1017578,239.0,107.0,Hf1 B1 Rh3
mp-1017629,139.0,40.0,Mg1 Ni1 H3
mp-1017987,323.0,182.0,Tc3 N1
mp-1018043,140.0,42.0,Ti2 In1 Co1
mp-1018070,571.0,24.0,Ti2 In1 Fe1
mp-1018082,172.0,80.0,Cr1 Co2 Sb1
mp-1018128,86.0,39.0,Sc1 Ag2
mp-1018714,137.0,66.0,Hf1 Ga1 Cu1
mp-1018721,207.0,60.0,Hf1 O2
mp-1018783,55.0,60.0,Li1 Be1 B1
mp-1021674,6.0,7.0,Ni1 Cl1
mp-1023934,12.0,8.0,Mo1 Se2
mp-1025010,132.0,113.0,Be5 Fe1
mp-1025222,136.0,44.0,Zn1 Pd5 Se1
mp-1025241,77.0,52.0,Sc1 Ga5 Fe1
mp-1025271,215.0,79.0,Al1 P1 Pt5
mp-1025366,193.0,27.0,Si1 Sb1 Pt5
mp-1025373,38.0,4.0,Tc1 F6
mp-1025377,20.0,6.0,Cd1 Ag2 I4
mp-1029374,145.0,90.0,Ba1 Ti1 N2
mp-1029385,114.0,86.0,Li2 Sn1 N2
mp-1029633,95.0,36.0,Ca1 Sn1 N2
mp-1029726,82.0,59.0,Li6 Ir1 N4
mp-1029868,80.0,38.0,Sr5 Si2 N6
mp-10485,29.0,23.0,Ba1 Li1 Sb1
mp-10564,59.0,35.0,Sr1 N2
mp-10736,13.0,6.0,Ba3 N1
mp-10797,83.0,39.0,Ca1 Si1 Ni2
mp-10824,47.0,27.0,Zn1 Cu2 Ge1 Se4
mp-10891,141.0,34.0,Mn1 Al1 Pd2
mp-1095534,117.0,91.0,C1
mp-1099,136.0,62.0,Ni1 Ge1
mp-1113,330.0,152.0,B1 W2
mp-1118,193.0,64.0,Si1 Ni2
mp-1124,64.0,27.0,Mg1 Zn2
mp-11366,122.0,43.0,Zr1 Zn1 Cu2
mp-11444,93.0,49.0,Y1 Ga2 Ni1
mp-11482,337.0,188.0,Mo1 Ir3
mp-11531,210.0,86.0,V1 Ni2
mp-11549,190.0,76.0,V1 Pd2
mp-11582,35.0,17.0,Li1 Ga1 Se2
mp-11718,24.0,14.0,Rb1 F1
mp-11737,80.0,53.0,Li4 Si1 O4
mp-11807,115.0,51.0,Li1 Pt1
mp-11947,69.0,27.0,Li1 Al1 Ag2
mp-12079,43.0,31.0,K1 Co2 S2
mp-12108,246.0,114.0,V1 Pt2
