material_id,composition
mp-755089,Zr1 O2
mp-755480,K1 Rb1 O1
mp-756094,Li1 Fe1 S2
mp-7595,Ge1 F2
mp-76,Sr1
mp-760,Fe1 Se2
mp-760410,Be1 P1 O4
mp-7608,Li2 Pd1 O2
mp-764163,Li3 Fe1 O4
mp-764648,Li1 Ti1 O2
mp-7707,Zr1 Si2 Ni2
mp-771986,Li4 Fe3 O8
mp-773525,Li1 Fe3 O4
mp-776331,Zr5 N5 O2
mp-7885,Al1 Ag1 S2
mp-79,Zn1
mp-793,Ca5 Si3
mp-7931,Sr1 P1
mp-8017,Al1 Cu1 Te2
mp-8093,Ba2 Cd1
mp-8101,W1 N2
mp-818,Si1 Rh1
mp-8278,Ba1 Mg2 P2
mp-8348,Tl1 Sb1 F6
mp-8426,K2 Se1
mp-850,Sc1 Ni2
mp-861645,Ca2 Mg1 Tl1
mp-861733,Li1 Te1 Pd2
mp-861912,Ta1 Ti1 Tc2
mp-862316,Li1 Be1 Pt2
mp-862318,Li1 Al2 Ni1
mp-862431,Sc2 Ag1 Os1
mp-862543,Sc2 Al1 Tc1
mp-862546,Sc2 Al1 Ru1
mp-862673,Li1 Y2 Ru1
mp-862721,Sr2 Cd1 Pb1
mp-864618,Ba1 Hg2 Pb1
mp-864654,Zn2 Ni1 Rh1
mp-864943,Mn1 Be2 Ir1
mp-864984,Mn1 V3
mp-865021,Be2 Ru1 Pt1
mp-865152,Mg1 Al1 Pd2
mp-865193,Co3 Pt1
mp-865433,Y2 Mg1 Ru1
mp-865472,V1 Si1 Tc2
mp-865486,V1 Zn1 Ru2
mp-865497,V2 Re1 Os1
mp-865512,Y1 Mg1 Cd2
mp-865537,Ti1 Mn1 Co2
mp-865538,Ti2 Re1 Pd1
mp-865586,V1 Ga1 Ru2
mp-865587,Y2 Cu1 Rh1
mp-865652,Ti1 Mn2 Si1
mp-865671,Y2 Zn1 In1
mp-865768,Ti2 Mn1 Os1
mp-865791,Cr1 Si1 Ru2
mp-865900,Ti3 Tl1
mp-865904,Be1 Si1 Ir2
mp-865965,Li2 Ca1 Si1
mp-865987,Li2 Ag1 Pd1
mp-865990,Y3 Al7 Cu2
mp-866139,Ti1 Be2 Ir1
mp-866818,Ca2 Sn1 S4
mp-867117,Sc2 Cu1 Pt1
mp-867172,Sr1 Mg1 Tl2
mp-867271,Be2 Co1 Ni1
mp-867273,Be2 Cu1 Ir1
mp-867326,Al2 Ru1 Rh1
mp-867786,Sc1 Nb1 Os2
mp-867901,Sc1 Ta1 Tc2
mp-867916,Sc1 Ga1 Ir2
mp-867922,Sc1 Al1 Rh2
mp-8682,Ca2 Si1 O4
mp-869,Ta1 Al3
mp-8703,Na3 Sb1 Se4
mp-8861,Rb2 Mg1 F4
mp-8896,Sr2 B4 Rh5
mp-8982,Ca1 Si1 Pt1
mp-9,Y1
mp-9173,Ti1 O2
mp-9272,Tl1 Pt2 S3
mp-929,Zr1 Co2
mp-938,Ge1 Te1
mp-941221,Li1 B5 H5
mp-9565,Ca1 Mg2 Sb2
mp-9571,Ca1 Zn2 As2
mp-9588,Li1 P1
mp-961656,V1 Fe1 Te1
mp-961661,Zr1 Si1 Pd1
mp-961675,Sc1 Ni1 P1
mp-961712,Ta1 Tl1 Pt1
mp-962078,Ca1 Cd1 Si1
mp-971694,Ge3 N2
mp-971836,Zn2 Ni1 Ir1
mp-9731,Rb1 Au1 Se1
mp-974457,Ru3 I1
mp-974616,Pt3 Rh1
mp-974973,Hf1 Zr1 Zn2
mp-975364,Rb1 Cu1 O3
mp-975405,Rb1 Au1 O3
mp-975427,Rb1 Al1 O3
mp-976133,Na1 As1 O3
mp-976150,Na1 Al3
mp-976408,Li3 Ag1
mp-976768,Na1 Mg3
mp-977367,Cd1 In1 Rh2
mp-977534,Zr1 Nb1 Tc2
mp-978489,Si1 Pb1 O3
mp-978509,Si3 Ru1
mp-978568,Si3 Mo1 Pt2
mp-981252,Y1 Mg5
mp-982666,Li1 Al2 Tc1
mp-9827,Rb1 Hg2
mp-982974,Li1 Be1 Au2
mp-983539,Be1 Au3
mp-9844,Ba1 Al2 B2 O7
mp-987,Zn1 Cu1
mp-9884,K1 Fe1 Se2
mp-989405,Cs2 Li1 In1 Br6
mp-989504,Na2 Li1 N1 F6
mp-989563,Rb2 Na1 Tl1 Cl6
mp-989605,Cs2 Rb1 In1 F6
mp-9960,Y3 Tl1 C1
mp-997084,Rb1 Ag1 O2
mp-9971,Y1 Ge1
mp-997617,B1 Os1
mp-998201,Rb1 Ag1 Cl3
mp-998234,Cs1 Tl1 F3
mp-998947,Ti1 Ru3
mp-998981,Ti1 Al3
mp-999027,Ti3 Al1
mp-999060,Ti2 Co1 Si1
mp-999188,Nb1 Ni3
mp-999207,Sc2 Mn1 Sn1
mp-999263,Rh1 N1
mp-999308,Os1 C1
mp-999502,Mo1 Pt1
mvc-11693,Ti1 Al1 O3
mvc-13997,Al1 V1 O3
mvc-3978,Ca2 Co2 O5
mvc-5816,Co1 O2
mp-1001790,Li1 O3
mp-10030,Ru1 C1
mp-1003485,Mg2 Mn3 O6
mp-10054,Zr1 As1
mp-1008500,Ba1 O1
mp-10086,Y1 S1 F1
mp-1008872,Mn1 Fe1 Te1
mp-1008987,Ir1 N1
mp-1009014,Li1 Cu1 O1
mp-10102,K1 Ag1 C2
mp-1013527,Be1 Ge1 P2
mp-1013584,Ba3 Bi1 Sb1
mp-1013704,Ca3 Bi1 Sb1
mp-1013719,Ba3 Bi1 Sb1
mp-1014244,Zr1 Zn1 N2
mp-1014252,Hf3 Zn1 N1
mp-10165,K1 Al1 Te2
mp-1016819,Hf1 Zn1 O3
mp-1016825,Hf1 Mg1 O3
mp-1016841,Hf1 Hg1 O3
mp-1016853,Ca1 V1 O3
mp-1016930,Zn1 Ge1 O3
mp-1017441,Sr1 Rh1 O3
mp-1017556,Cu1 Ni3 N1
mp-1018033,Ag1 Rh1 O2
mp-1018629,Y1 Pd3 C1
mp-1018720,Hf1 V1 Si1
mp-1020011,Li14 P2 N6 O3
mp-1025167,Hf1 V2 Ga4
mp-1025180,Mn1 Cr2 Se4
mp-1025207,Ti1 Cr2 Te4
mp-1025232,V2 Cr1 Se4
mp-1025237,Ba2 Ru1 O4
mp-1025278,V2 Cr1 Te4
mp-1025315,Mn1 Al2 Te4
mp-1025457,Hf1 Al5 Ni2
mp-10255,Nb3 B4
mp-1025551,Ga1 Pt1
mp-1029498,Li6 Cr1 N4
mp-1029502,Ba1 Nb2 N4
mp-1029652,Y3 Si6 N11
mp-1029756,K3 B1 N2
mp-1029932,Li1 V1 N2
mp-1030,Sb1 Pt7
mp-10322,Ba1 Hf1 N2
mp-1047,Ca3 N2
mp-10470,Nb1 Si1 Rh1
mp-10614,Sr1 Li1 P1
mp-1063005,Li1
mp-10638,Zr1 Sb1
mp-1067,Li1 Al1
mp-10711,V1 Si2
mp-1087,Sr1 S1
mp-11019,Ga1 Cu1 O2
mp-11209,Al1 As1
mp-1121,Ga1 Co1
mp-11231,Y1 Al3
mp-11293,Zr1 Cd1 Cu2
mp-11335,Be1 Se1
mp-11350,Ca1 Al9 Co2
mp-11388,Ga1 Ir1
mp-11393,Nb3 Ga2
mp-11397,Ga3 Ni2
mp-11507,Ni4 Mo1
mp-11879,Ba1 Ni1 Sn3
mp-12065,Ag3 Pt1
mp-12107,Ti1 Pt3
mp-1211,Sc1 Cd1
mp-12120,Fe1 N1
mp-1219,Ba1 Ga2
mp-122,Ba1
mp-12385,Ba2 Y1 Ta1 O6
mp-12444,Sr1 Cu1 S1 F1
mp-12546,Ti1 Cu3
mp-12550,Al1 Cu1 Pt2
mp-12561,Ta1 As2
mp-12622,Sr1 Pd1 F4
mp-12659,Mn2 Nb1
mp-12696,Y1 Mg1 Pd1
mp-12723,Ca1 Au1
mp-12783,Sr1 Cd2 Ga2
mp-13100,Mo1 Pt3
mp-13126,Zr1 N1
mp-13172,Y1 Mg1 Cu4
mp-13322,Li1 Ge1 Rh2
mp-13363,Si1 Pt3
mp-13396,Li1 In2 Rh1
mp-13452,Be1 Pd2
mp-13610,Zn1 Pb1 F6
mp-13910,Ba1 Ag2 Ge2
mp-13915,Li1 Ni2 Sn1
mp-13964,Hf1 Ge1 Te1
mp-13982,Cd1 Cu2 Ge1 S4
mp-142,Ga1
mp-1424,Ge1 Pd1
mp-1441,Cs1 O2
mp-1458,Nb3 Ir1
mp-1471,Zr3 Al1
mp-149,Si1
mp-1515,Zr1 Si2
mp-1545,Nb3 Rh1
mp-15684,K2 Cu1 As1
mp-1573,Sn2 Pd1
mp-15963,Hf1 P1 Ru1
mp-15985,Zr3 Cu4 Ge2
mp-15987,Hf3 Cu4 Si2
mp-16349,Li1 Ni2 Ge1
mp-1639,B1 N1
mp-1672,Ca1 S1
mp-16723,Y3 Al2
mp-168,Si1
mp-1692,Cu1 O1
mp-1696,Cd1 Pd1
mp-1700,Al1 N1
mp-1795,Nb1 F3
mp-1799,Ta1 Co2
mp-18167,Ca3 Cd2
mp-18337,Be3 N2
mp-1876,Sn1 S1
mp-1882,Ca1 Cu5
mp-18849,Fe2 P2 O7
mp-18854,Sr2 Cr1 O4
mp-19027,Na5 Co1 S1 O2
mp-19048,Ba1 W1 O4
mp-19060,Sr2 Mn3 As2 O2
mp-19066,W3 O8
mp-19097,Fe1 B1 O3
mp-19183,Li2 Ni1 O2
mp-19448,Ni3 Te1 O6
mp-1960,Li2 O1
mp-1990,Mg3 As2
mp-20034,Ca1 Pb1
mp-20050,In1 P3
mp-2028,Be2 Nb1
mp-20296,In2 Co1
mp-20305,In1 As1
mp-20311,Fe1 Se1
mp-20318,Mn2 B1
mp-20320,In1 Te1
mp-20452,Ba1 Mg2 Pb2
mp-20621,Nb1 In1 S2
mp-20664,Mn2 Sb1
mp-20708,In2 Ni3 S2
mp-2078,Ti1 Cu1
mp-20817,Ge1 Pt1 Se1
mp-20866,Ge1 Rh1
mp-20887,V1 Sn2
mp-2090,Fe1 Co1
mp-20901,Ni1 Se2
mp-20983,V2 In1 C1
mp-21040,Zr2 Fe3 Ge1
mp-21065,Si1 P2
mp-21175,Ta1 Ga1 Ni2
mp-2121,Sc1 Al3
mp-21236,Ba1 P1 Pt1
mp-21273,Fe1 Te1
mp-21306,Ti1 Co1 Si1
mp-21340,Hf1 Ge1 Pt1
mp-2180,Hf1 Sb2
mp-2212,Sc1 Co1
mp-2221,Zr2 Ag1
mp-22300,Fe1 Co2 Ge1
mp-22307,Sc1 Si2 Rh1
mp-22483,Na1 In1 Te2
mp-22631,Co2 N1
mp-22662,Ti1 Ga1 Pt1
mp-22731,Mn1 In1 Ni2
mp-22736,In1 Cu1 S2
mp-22784,In1 Ni3
mp-22811,In1 Cu1 Se2
mp-229,Zr1 Rh3
mp-22903,Rb1 I1
mp-22961,Li2 Zn1 Cl4
mp-23004,Cs1 Mg1 Cl3
mp-2302,As1 Rh2
mp-23052,Zr1 I1 N1
mp-23067,K2 Pd1 Cl6
mp-23084,Bi1 Pb1 Cl1 O2
mp-23227,Cu1 Br1
mp-23260,Ba1 I2
mp-23289,K1 Cl1
mp-2330,Nb2 Se3
mp-23425,Cs2 Pb1 Cl6
mp-2361,Hf5 Al3
mp-2403,Y1 Pt3
mp-24154,Nb1 H2
mp-24237,Sc1 H2
mp-248,Fe2 N1
mp-24834,H4 N2 O3
mp-25053,Sr2 Ni1 Mo1 O6
mp-2517,Ca2 Si1
mp-2605,Ca1 O1
mp-2612,Ge1 Te1
mp-2652,Y2 O3
mp-2670,Nb3 Ga1
mp-2706,Sn1 F4
mp-27175,In1 O1 F1
mp-27243,K2 Pt1 Br4
mp-2731,Ti1 Ga3
mp-2739,Te1 O2
mp-27888,Zr3 Ge1 O8
mp-27891,Bi2 S1 O2
mp-27930,Li7 Si2
mp-28553,Ca2 I1 N1
mp-28592,Li7 Br3 O2
mp-28627,K4 Br2 O1
mp-28793,Mg2 C3
mp-29066,Al3 Fe2 Si3
mp-29091,Ti1 Cu4 S4
mp-29149,Li4 N1 Cl1
mp-29154,Hf2 Co1 P1
mp-29241,Ca3 Sn1 O1
mp-29259,Bi2 Pd1 O4
mp-29456,Rb2 I1 N3
mp-29596,Ca3 Al1 N3
mp-2968,Sr1 Mn2 Sb2
mp-29754,Sr1 Li1 N1
mp-30062,Cs2 Pt1 Br6
mp-30151,Cu1 Au1 Se4
mp-30245,Mg3 H4 O5
mp-30381,Li2 Ga1 Au1
mp-30428,Ba1 Cu1
mp-30451,Sr1 Cu1 Bi1
mp-30459,Sc1 Ni1 Bi1
mp-30593,Zn1 Cu2 Ni1
mp-30685,Zr1 Ga3
mp-30765,Li1 Pt7
mp-30780,Sr1 Mg1 Sn1
mp-30851,Ti3 Pt5
mp-30875,Ti2 Sn1
mp-31080,Y1 Al1 Si1
mp-317,Sn1 Rh1
mp-3210,Ca1 Co2 P2
mp-32811,Ag2 Te1
mp-33,Ru1
mp-3349,Sr3 Ti2 O7
mp-3359,Ba2 Sn1 O4
mp-33618,Ag1 Bi1 Se2
mp-344,B1 N1
mp-34467,Zn1 Ga2 S4
mp-345,Hf1 B1
mp-34688,Ti1 O2
mp-352,Hf1 O2
mp-35777,Mg1 In2 Te4
mp-35841,Li2 Cu1 Ge1
mp-3602,Y1 Al4 Ni1
mp-36066,P1 N1 O1
mp-362,Ni3 S2
mp-364,Al1 Rh1
mp-3682,K1 Cu1 F3
mp-3792,Y1 Al1 O3
mp-3834,Ba1 Zr1 O3
mp-38394,Ba1 Al2 Te4
mp-3862,Ca1 Al2 Ge2
mp-39105,Mg1 Ta2 N3
mp-3933,Mg2 P1 N3
mp-4187,Ge2 N2 O1
mp-423,Ge1 Pd2
mp-4441,Ca1 Cu2 Ge2
mp-45,Ca1
mp-4628,Zr1 Si1 Se1
mp-470,Ge1 O2
mp-4813,Nb1 Al1 Ni2
mp-4822,Y1 Si2 Pd2
mp-4909,V2 Ni1 S4
mp-4950,K1 Ca1 F3
mp-50,Ta1
mp-504580,V1 Cu1 O3
mp-510219,Sn2 Ru1
mp-510624,Sr1 Fe1 O3
mp-5137,Zr2 Sb1 P1
mp-5166,Ca1 As2 Pd2
mp-5213,Cd1 Sn1 P2
mp-5380,Ca4 P2 O1
mp-54,Co1
mp-542106,Sb1 Pd2
mp-5427,Mg2 P2 O7
mp-546011,Y1 Zn1 As1 O1
mp-550008,Sc1 Bi1 O3
mp-553991,Ti1 Ga4 O8
mp-554201,Mo1 F3
mp-555056,Sb1 S2 N1 Cl6
mp-555678,Na4 Ti5 O12
mp-556320,Cs2 Na1 Fe1 F6
mp-556487,K2 Na1 Mo1 F6
mp-558432,Na3 P1 S2 O2
mp-559798,Ni1 F2
mp-560663,Rb1 Co2 S2
mp-560959,K1 Tl2 Mo1 F6
mp-561830,Cs2 Co1 S2
mp-562102,K2 S2 O7
mp-567653,Ti3 Ni4
mp-567744,Sr1 Br2
mp-567856,Mn1 As1 Rh1
mp-568113,Ba1 As2 Rh2
mp-568746,Bi2 Pd1
mp-568866,Na6 Zn1 Sn2
mp-568880,Y1 In1 Pd2
mp-568912,Be12 Nb1
mp-5693,Na1 Cr1 S2
mp-569450,Li1 B6 C1
mp-569639,Tl1 Cl1
mp-569794,Ta1
mp-569875,Sc1 B1 Rh3
mp-570074,Sc3 Ir1 C4
mp-570466,Li2 Ca1
mp-570771,Ba1 Li2 Mg2 Si2
mp-571030,Tl1 Pd3
mp-571520,Si1
mp-573697,Cs1 Cl1
mp-5777,Ba1 Ti1 O3
mp-578601,Na1 Nb1 O2
mp-5798,Al6 C3 N2
mp-581707,Zr1 In1 Au2
mp-582034,Si1 C1
mp-601848,Fe11 Co5
mp-605663,Al1 Pd5
mp-615,Y1 Mg1
mp-624668,Ba1 Sb2
mp-626785,K1 H1 O1
mp-631269,Li1 Ir1 Rh1
mp-631371,Tl1 Cu1 Ir1
mp-634676,K1 H1 S1
mp-641526,Fe13 Co3
mp-643409,Ba4 Y1 Cu3 O9
mp-669546,Al1 Pd1
mp-67,Sc1
mp-676586,Na1 V2 S4
mp-680677,Sn3 Ru2
mp-6812,K1 Ba1 P1 O4
mp-684591,Al2 O3
mp-6939,Sr1 B2 Ir2
mp-697111,H2 O1
mp-697133,Cs2 Ca1 H4
mp-697179,Zr1 H1
mp-706,Hg1 F1
mp-7140,Si1 C1
mp-7361,Sr1 Co2 Ge2
mp-7363,Sr1 Zn2 Ge2
mp-7427,Ba1 Zn2 As2
mp-7433,Na1 Cu1 Se1
mp-7486,Ba1 Ni1 S2
mp-7493,Ca1 Sb2
mp-752415,Nb1 O2 F1
mp-753671,P1 N1 O1
mp-753708,Ti1 O1 F1
mp-753946,Li1 Co1 S2
mp-754223,Ta2 Cu1 O6
mp-754238,Li2 Cu1 Bi1 O4
mp-754364,Y2 Cu1 O4
mp-755,Co1 Sb2
mp-755013,Li5 Ta1 O5
mp-755298,Li4 Nb1 O4
mp-755544,Y1 Tl1 O2
mp-755570,Li1 Ni2 S2
mp-7569,K1 As1 F6
mp-7598,Nb1 As2
mp-760376,K1 Ti1 O3
mp-760381,Cu1 S1
mp-760408,Li1 Zn1 O2
mp-762225,Ba1 C1 O3
mp-767525,Li6 Sb1 S2
mp-770881,Mn2 Be1 O4
mp-7754,Si2 Ru1
mp-775831,Ti1 Mn2 O6
mp-775906,Y2 O3
mp-776456,Ti2 O3
mp-7859,Zr1 S1
mp-7868,Pt1 O2
mp-7877,Sr1 Cu2 Si2
mp-788,Co1 Te1
mp-7882,Ba1 Ag2 Sn2
mp-7889,Sr2 Y1 Re1 O6
mp-7938,K1 Nb1 S2
mp-8176,Rb1 Tl1 O2
mp-8307,Ca1 Ni4 B1
mp-8308,Ca3 Ni7 B2
mp-833,Ca1 Pd2
mp-8352,Si1 O2
mp-850062,Li1 Ni1 O2
mp-861667,Li1 Sb1 Rh2
mp-861905,Li1 Bi1 Pd2
mp-861983,Ti2 Mn1 Fe1
mp-862287,Be1 Al1 Rh2
mp-862335,Li1 As1 Rh2
mp-862361,Sc2 Ni1 Os1
mp-8624,K2 Sn2 O3
mp-862602,Sc1 Al1 Co2
mp-862657,Li1 Cu1 Pd2
mp-862747,Sr2 Pt1 Au1
mp-863720,Hg1 Pd3
mp-8638,Tc1
mp-864745,Na3 Zr1 F8
mp-864839,Zn2 Pd1 Rh1
mp-864883,Mg1 Sn1 Pd2
mp-864897,Zr2 Cu1 Os1
mp-864908,Mg1 Ti1 Ir2
mp-864930,Li1 Ti1 Ir2
mp-864968,Mn1 In1 Rh2
mp-864972,Mg2 Pd1 Au1
mp-865010,Hf1 Ga1 Ru2
mp-865092,Mg1 Ga1 Ni2
mp-865187,Mg1 Fe1 Rh2
mp-865560,Y2 Al1 Zn1
mp-865562,Be3 Ru1
mp-865583,Y2 Mg1
mp-865681,Ti1 Si1 Ru2
mp-865733,Co1 Tc3
mp-865807,Ti2 Mo1 Ir1
mp-865874,Li2 Ag1 Hg1
mp-865898,Ti1 Zn1 Co2
mp-865916,Ti1 V1 Re2
mp-865948,Ti2 Re1 Rh1
mp-866082,Mg1 Sc2 Tc1
mp-866166,Y2 Pd1 Ru1
mp-866229,Ca2 Sn1 Hg1
mp-8670,Ca3 Cr1 N3
mp-867107,Be1 Si1 Os2
mp-867146,Sc1 Nb1 Ru2
mp-867216,Ta1 Fe1 Ru2
mp-867249,Ta1 Al1 Fe2
mp-867259,Rh1 Cl2
mp-867904,Al1 Ge1 Ru2
mp-867915,Sc1 Ga1 Co2
mp-867920,K2 Rh2 O5
mp-867928,Sc1 Ga1 Rh2
mp-871,Fe1 Si1
mp-872,Ba1 Sn1
mp-8732,Ta2 Se1
mp-8780,Cr2 N1
mp-8800,Tl1 Cu3 Se2
mp-8883,Ga1 As1
mp-8932,Cs2 Si1 P2
mp-8963,Cs2 Hg1 F4
mp-9068,K2 Na1 Al1 P2
mp-9075,Cd1 Cu1 F4
mp-9212,Na1 Al1 O2
mp-922,Co1 Pt3
mp-961653,Fe1 Si1 W1
mp-961673,Ti1 Fe1 Te1
mp-961713,Zr1 Sn1 Pt1
mp-9636,Cs1 Sb1 F6
mp-971744,Zn1 Co3
mp-972036,W1 N1
mp-972088,Zr3 Zn1
mp-972209,Ta2 Tc1 W1
mp-972275,Ti2 Re1 Ru1
mp-972442,Sn1 B1 O3
mp-972879,Sc2 Ru1 Au1
mp-973053,Sc1 H3
mp-973933,Ni1 N1
mp-9743,Sr1 As1 Pd1
mp-974337,Ru1 Pb1 O3
mp-974458,Re3 F1
mp-974866,Rb3 Na1
mp-975065,Re1
mp-975190,Rb1 Te1 O3
mp-976229,K1 Ag1 O3
mp-976838,Ni3 Au1
mp-976872,Na1 Ni3
mp-976971,Na1 Pd3
mp-977011,H3 Pb1 C1 I3 N1 F3
mp-977062,Na3 Ca1
mp-977176,Na1 Tc1 O3
mp-977356,Zn1 Ga1 Ir2
mp-977427,Zn2 Pt1 Rh1
mp-977438,Mg1 In1 Rh2
mp-978279,Mg3 Cu1
mp-979931,Y1 Nb1 Ru2
mp-980193,Ti2 H4 Pd1
mp-980947,Sr1 Ca1 Hg2
mp-981214,Sr1 Mg5
mp-981215,Zn3 Co1
mp-981933,Na1 Pd2 Pb1
mp-9839,K2 Li1 Al1 F6
mp-984352,Al2 Co1 Os1
mp-984714,Ag1 As1 S1
mp-984728,B1 C1
mp-985287,Ag1 Au3
mp-986716,Sr3 N2
mp-989528,Rb2 Al1 In1 H6
mp-989533,Na1 Tl2 In1 F6
mp-9902,Sc2 Co1 Si2
mp-9916,Nb1 Cr1 Si1
mp-995122,Nb1 S2
mp-9956,Al1 Cr2 C1
mp-9961,Ti2 Cd1 C1
mp-996992,Li1 Ag1 O2
mp-997055,Cu1 Bi1 O2
mp-997161,Co1 Au1 O2
mp-997181,V1 Cu1 O2
mp-998147,Tl1 Cu1 Cl3
mp-998973,Ti1 Fe1 Co1 Sb1
mp-999086,Tc1 N1
mp-999192,Si1 Ni1
mp-999266,Re1 N1
mvc-10882,Al1 Mo1 O3
mvc-11438,Co1 Se2
mvc-13900,Y1 Cu1 O3
mvc-15448,Y1 Ni1 O3
mp-1001012,Sc2 Zn1 S4
mp-1002109,V1 Co1
mp-1002183,Tc1 B1
mp-1002187,Tc1 B1
mp-1003313,Li2 Mn3 O6
mp-10063,Cd1 Sn1 Sb2
mp-1008275,Cr3 Ni1
mp-1008559,B1 P1
mp-1008677,Ti1 O2
mp-1008733,Ge1
mp-1008776,Sr1 C2
mp-1008786,Mg1 Te1
mp-1008901,Mg1 H2
mp-1009133,Mn1 Co1
mp-1009221,Na1 N1
mp-1009755,Ca2 Ge1
mp-1009792,Ru1 C1
mp-1009834,Al2 Ru1
mp-1013524,Ca3 N2
mp-1013548,Ca3 Sb1 N1
mp-1013549,Ba3 Bi1 N1
mp-10139,Sc3 Sn1 B1
mp-10144,B2 W1
mp-1016200,Mg1 Ge1 As2
mp-1016852,Ba1 Mn1 O3
mp-1017531,V1 Pt1
mp-1017546,Zr1 N1
mp-1017554,Cd1 Ni3 N1
mp-1017566,Ge1 Pb1 O3
mp-1017632,Ni3 Sn1 N1
mp-1018135,Li1 Cd1 As1
mp-1018161,Cr1 Ni1 Sb1
mp-10184,Mg1 Sb1 Pt1
mp-1019280,Sr1 Zn1 Pb1
mp-1019317,Tc1 B2
mp-10219,Y1 O1 F1
mp-1022726,Ba2 Cu1 H6
mp-1024071,Si1 Pt2
mp-1025212,In1 As1 Pt5
mp-1025306,Al1 As1 Pt5
mp-1025331,In2 Ag1 Se4
mp-1025349,Sr2 Zr1 O4
mp-1025351,Sr4 Bi2 O1
mp-1025386,Hg1 P1 Pt5
mp-1025456,Ca1 Zr1 F6
mp-1025500,Zn1 Cu2 Sn1 S4
mp-10264,Ni1 Te1
mp-1029347,K1 Pt1 N1
mp-1029403,Rb1 Ge2 N3
mp-1029550,Ca2 Cr1 N3
mp-1029574,Na5 Os1 N4
mp-1029730,Ca4 Hf1 N4
mp-1042,Hf1 Si1
mp-10446,Sc6 Ni1 Te2
mp-10584,Ba2 Li1 Os1 O6
mp-10598,Cu1 Sn1
mp-10616,Ba1 Li1 As1
mp-10698,Ba1 Ge2 Rh2
mp-10712,Sc1 Rh3 C1
mp-10744,Si3 Pt2
mp-1076,K1 B6
mp-1077353,Ti1 H2
mp-10919,Rb2 Pt1 C2
mp-10955,Sn1 Hg2 Se4
mp-10991,Y1 Cu1 As2
mp-11,As1
mp-11190,V1 Si2
mp-11193,V1 Au1 S2
mp-11250,Mg2 Au1
mp-11269,Ba1 Sn3 Pd1
mp-11276,Be1 Rh1
mp-113,Tc1
mp-11334,W1
mp-11345,Zr1 P1
mp-11400,Sc1 Ga1 Ni2
mp-11413,Sc1 Ga2
mp-11517,Nb1 Ru3
mp-11572,Ta1 Tc1
mp-117,Sn1
mp-11700,Ba1 Cu1 Sb1
mp-1172,Mg1 Rh1
mp-11736,Zr1 Si1 O4
mp-11738,Na3 P1 S3 O1
mp-11873,Tl1 As1 Pd5
mp-12177,Te2 O5
mp-12317,Sr1 C1 N2
mp-1247,Sb2 Ir1
mp-1260,Sr1 Pd5
mp-12648,Ti2 Be17
mp-1265,Mg1 O1
mp-12737,Y1 B2 Rh2 C1
mp-1274,Co1 S1
mp-1285,Pt1 O2
mp-12863,Ba1 Al2 Si2
mp-12908,Sc1 Ag1 Se2
mp-13010,Y1 Sn2
mp-13032,Mg1 S1
mp-13149,Ba1 Al1 Si1
mp-13311,Sr1 Al1 Ge1
mp-1332,Si3 Mo5
mp-1342,Ba1 O1
mp-135,Li1
mp-13907,Cd1 Sn1 F6
mp-1401,Zr1 Zn2
mp-14024,Zr3 O1
mp-14099,Zn1 Ag1 F3
mp-1412,Ti3 Sb1
mp-1418,Fe1 Ni3
mp-14983,Si4 P4 Ru1
mp-1502,Al2 Pt1
mp-1552,Mo2 C1
mp-1555,V3 Sb1
mp-15669,Ti3 Te4
mp-15724,K1 Na2 Sb1
mp-1575,Ca1 C2
mp-15778,Mg1 Ni1 Sb1
mp-15895,Cu2 Si1 S3
mp-1591,Al4 C3
mp-15954,As2 Rh1
mp-15960,Li5 Al1 O4
mp-15999,Li3 Au1 S2
mp-16253,Ba1 Ca1 Si1
mp-16254,Ba1 Cu1 P1
mp-16259,Ca1 Ge2 Ir2
mp-16363,Co1 As1 S1
mp-16365,Sn1 Sb1
mp-1658,Tl2 O3
mp-1664,V3 Pd1
mp-1684,Zn1 Au1
mp-1714,Fe1 Si2
mp-17287,Ta1 Te4 Ir1
mp-1730,Ba1 Ge1
mp-17862,Ag3 Ge5 P6
mp-18782,Li1 Fe1 O2
mp-1885,Al1 Ir1
mp-1890,B1 Mo1
mp-18922,Mn5 O8
mp-19052,K3 V1 O4
mp-19124,Ca3 Mn2 O7
mp-19226,Na1 Fe1 P1 O4
mp-1925,Zr1 S1
mp-19328,Na1 W1 O3
mp-19365,Ba3 V2 O8
mp-19713,Sc3 In1
mp-19726,Sc3 In1 B1
mp-1989,Ta5 Si3
mp-20203,Mn1 Cu1 P1
mp-20459,Ti1 Pb1 O3
mp-20465,As2 Pd1
mp-20485,In1 Se1
mp-20492,Sc1 Si1 Rh1
mp-20545,Cu3 As1 S4
mp-20698,Li1 Co1 As1
mp-20730,Hf1 Co2 Sn1
mp-20820,Pb1 N2 O6
mp-20940,Ti1 Cd1 O3
mp-21024,Sr1 In2 Pd1
mp-2103,Cu1 Au3
mp-21048,Cr1 P1
mp-21090,Mn1 Ni1 Ge1
mp-21185,Cd3 P2
mp-21328,Hf1 Sn1
mp-21342,V3 Sn1
mp-21391,In1 As1
mp-21503,Y1 Mg1 In1
mp-2179,Ti1 Re1
mp-21845,Fe1 Pd3
mp-21875,Y4 Ga1 Co4
mp-2189,Cr1 Se1
mp-22154,In2 Au1
mp-22262,Co1 Mo1 P1
